cell_index,orginal_cell_index,cell_type,coordinates,neighbors,velocity,midpoint,area,oil_amount,scaled_normals
1926,2104,Sim_Triangle,"[(np.float64(0.7367082777803688), np.float64(0.06881315850454765)), (np.float64(0.7310688860601993), np.float64(0.04963405343826123)), (np.float64(0.7523763339786864), np.float64(0.05264812209846693))]","[{2276: [np.int64(808), np.int64(983)]}, {2334: [np.int64(808), np.int64(984)]}, {3383: [np.int64(984), np.int64(983)]}]",[-0.09097846 -0.74005117],"[np.float64(0.7400511659397515), np.float64(0.057031778013758604)]",0.0001958301342383522,5.985455455774236e-09,"[{2276: array([-0.01917911,  0.00563939])}, {3383: array([ 0.00301407, -0.02130745])}, {2334: array([0.01616504, 0.01566806])}]"
1927,2105,Sim_Triangle,"[(np.float64(0.3780056515989479), np.float64(0.5256773850528423)), (np.float64(0.3589128644617403), np.float64(0.5205191153190779)), (np.float64(0.3728664200534758), np.float64(0.5065344906430405))]","[{1703: [np.int64(643), np.int64(645)]}, {2438: [np.int64(786), np.int64(645)]}, {2445: [np.int64(786), np.int64(643)]}]",[ 0.44359133 -0.36992831],"[np.float64(0.3699283120380546), np.float64(0.5175769970049869)]",0.00016949083281028607,8.937822231994128e-30,"[{1703: array([-0.00515827,  0.01909279])}, {2438: array([-0.01398462, -0.01395356])}, {2445: array([ 0.01914289, -0.00513923])}]"
1928,2106,Sim_Triangle,"[(np.float64(0.8625399028415022), np.float64(0.1385679759534261)), (np.float64(0.8818335512681409), np.float64(0.1437828006703632)), (np.float64(0.8676525184330438), np.float64(0.1578504950049728))]","[{1625: [np.int64(1472), np.int64(581)]}, {1970: [np.int64(581), np.int64(415)]}, {2193: [np.int64(1472), np.int64(415)]}]",[-0.02740131 -0.87067532],"[np.float64(0.8706753241808957), np.float64(0.14673375720958737)]",0.000172684374602768,1.5190257859987887e-16,"[{1970: array([ 0.00521482, -0.01929365])}, {1625: array([0.01406769, 0.01418103])}, {2193: array([-0.01928252,  0.00511262])}]"
1929,2107,Sim_Triangle,"[(np.float64(0.9060427693593324), np.float64(0.7757304321758547)), (np.float64(0.9201713967314903), np.float64(0.7617126236162393)), (np.float64(0.9246853814313187), np.float64(0.7811002685369697))]","[{1103: [np.int64(670), np.int64(671)]}, {1222: [np.int64(669), np.int64(670)]}, {2768: [np.int64(669), np.int64(671)]}]",[ 0.58945447 -0.91696652],"[np.float64(0.9169665158407138), np.float64(0.7728477747763546)]",0.00016859849203596926,2.1850852164016988e-90,"[{1222: array([-0.01401781, -0.01412863])}, {2768: array([ 0.01938764, -0.00451398])}, {1103: array([-0.00536984,  0.01864261])}]"
1930,2108,Sim_Triangle,"[(np.float64(0.7135414686015629), np.float64(0.1163141694518448)), (np.float64(0.6993986024518781), np.float64(0.1304055538134835)), (np.float64(0.6942632656812435), np.float64(0.111111641277388))]","[{1701: [np.int64(601), np.int64(526)]}, {2288: [np.int64(600), np.int64(601)]}, {2337: [np.int64(600), np.int64(526)]}]",[-0.0212031  -0.70240111],"[np.float64(0.7024011122448949), np.float64(0.11927712151423876)]",0.00017261761338159597,2.1365596037863553e-09,"[{2337: array([0.01409138, 0.01414287])}, {1701: array([-0.01929391,  0.00513534])}, {2288: array([ 0.00520253, -0.0192782 ])}]"
1931,2109,Sim_Triangle,"[(np.float64(0.6964953007627759), np.float64(0.5225500580984672)), (np.float64(0.6773103838773014), np.float64(0.5173473340524395)), (np.float64(0.6914014993291039), np.float64(0.5033436606704151))]","[{1139: [np.int64(854), np.int64(1510)]}, {1939: [np.int64(715), np.int64(1510)]}, {2329: [np.int64(715), np.int64(854)]}]",[ 0.37673321 -0.68840239],"[np.float64(0.6884023946563937), np.float64(0.514413684273774)]",0.0001709857475609575,6.405147669790964e-36,"[{2329: array([-0.00520272,  0.01918492])}, {1939: array([-0.01400367, -0.01409112])}, {1139: array([ 0.0192064, -0.0050938])}]"
1932,2110,Sim_Triangle,"[(np.float64(0.2264556771261377), np.float64(0.2817602770264458)), (np.float64(0.2108394541086238), np.float64(0.2696632241113941)), (np.float64(0.228170715231313), np.float64(0.2614839259619765))]","[{445: [np.int64(1115), np.int64(165)]}, {2230: [np.int64(186), np.int64(165)]}, {2606: [np.int64(186), np.int64(1115)]}]",[ 0.22660475 -0.22182195],"[np.float64(0.22182194882202486), np.float64(0.27096914236660546)]",0.00016869346345689654,5.035868836238286e-20,"[{2230: array([-0.01209705,  0.01561622])}, {445: array([-0.0081793 , -0.01733126])}, {2606: array([0.02027635, 0.00171504])}]"
1933,2111,Sim_Triangle,"[(np.float64(0.8483763068536376), np.float64(0.152658796577626)), (np.float64(0.8432493587818273), np.float64(0.1333578516190525)), (np.float64(0.8625399028415022), np.float64(0.1385679759534261))]","[{2103: [np.int64(414), np.int64(415)]}, {2140: [np.int64(414), np.int64(391)]}, {2193: [np.int64(391), np.int64(415)]}]",[-0.0287495  -0.85138852],"[np.float64(0.8513885228256557), np.float64(0.14152820805003485)]",0.0001728068461033565,2.4164707280262612e-15,"[{2140: array([-0.01930094,  0.00512695])}, {2103: array([ 0.00521012, -0.01929054])}, {2193: array([0.01409082, 0.0141636 ])}]"
1934,2112,Sim_Triangle,"[(np.float64(0.853380191380761), np.float64(0.1718813670506205)), (np.float64(0.8483763068536376), np.float64(0.152658796577626)), (np.float64(0.8676525184330438), np.float64(0.1578504950049728))]","[{1998: [np.int64(392), np.int64(391)]}, {2193: [np.int64(1472), np.int64(391)]}, {2267: [np.int64(392), np.int64(1472)]}]",[-0.01049705 -0.85646967],"[np.float64(0.8564696722224808), np.float64(0.1607968862110731)]",0.00017227983805369806,2.1985792373613773e-16,"[{1998: array([-0.01922257,  0.00500388])}, {2193: array([ 0.0051917 , -0.01927621])}, {2267: array([0.01403087, 0.01427233])}]"
1935,2113,Sim_Triangle,"[(np.float64(0.9271481978371148), np.float64(0.585077006723761)), (np.float64(0.942030805138689), np.float64(0.5715875903326169)), (np.float64(0.9469176233718968), np.float64(0.5917616739626409))]","[{220: [np.int64(954), np.int64(909)]}, {1834: [np.int64(909), np.int64(910)]}, {2930: [np.int64(954), np.int64(910)]}]",[ 0.39506898 -0.93869888],"[np.float64(0.9386988754492336), np.float64(0.5828087570063395)]",0.00018308164515516977,3.298673230023104e-65,"[{1834: array([-0.01348942, -0.01488261])}, {220: array([ 0.02017408, -0.00488682])}, {2930: array([-0.00668467,  0.01976943])}]"
1936,2114,Sim_Triangle,"[(np.float64(0.9019659831932889), np.float64(0.2203942186772935)), (np.float64(0.8878118908417175), np.float64(0.2344965735882692)), (np.float64(0.8826763059498084), np.float64(0.2152816529673144))]","[{1889: [np.int64(668), np.int64(1469)]}, {2060: [np.int64(666), np.int64(1469)]}, {2115: [np.int64(666), np.int64(668)]}]",[ 0.0452272  -0.89081806],"[np.float64(0.8908180599949382), np.float64(0.2233908150776257)]",0.00017219680090912738,5.592236734194845e-22,"[{2115: array([0.01410235, 0.01415409])}, {2060: array([-0.01921492,  0.00513558])}, {1889: array([ 0.00511257, -0.01928968])}]"
1937,2115,Sim_Triangle,"[(np.float64(0.9070998953973599), np.float64(0.2397033182903397)), (np.float64(0.8878118908417175), np.float64(0.2344965735882692)), (np.float64(0.9019659831932889), np.float64(0.2203942186772935))]","[{2114: [np.int64(666), np.int64(668)]}, {2176: [np.int64(666), np.int64(667)]}, {2186: [np.int64(667), np.int64(668)]}]",[ 0.05173952 -0.89895926],"[np.float64(0.8989592564774554), np.float64(0.2315313701853008)]",0.00017285151556617297,6.427899733673563e-24,"[{2176: array([-0.00520674,  0.019288  ])}, {2114: array([-0.01410235, -0.01415409])}, {2186: array([ 0.0193091 , -0.00513391])}]"
1938,2116,Sim_Triangle,"[(np.float64(0.5827249532283372), np.float64(0.2955585799959589)), (np.float64(0.5968080526316518), np.float64(0.281547097971912)), (np.float64(0.601924313217083), np.float64(0.3007477871366649))]","[{1642: [np.int64(288), np.int64(290)]}, {2289: [np.int64(289), np.int64(290)]}, {2310: [np.int64(288), np.int64(289)]}]",[ 0.173854   -0.59381911],"[np.float64(0.593819106359024), np.float64(0.2926178217015119)]",0.00017104580367123456,1.5601926898929658e-13,"[{2310: array([-0.01401148, -0.0140831 ])}, {2289: array([ 0.01920069, -0.00511626])}, {1642: array([-0.00518921,  0.01919936])}]"
1939,2117,Sim_Triangle,"[(np.float64(0.5153970785446762), np.float64(0.04573130708701831)), (np.float64(0.5014828377261115), np.float64(0.05931081091006896)), (np.float64(0.4963003809381162), np.float64(0.03984292449110596))]","[{1720: [np.int64(994), np.int64(1058)]}, {2524: [np.int64(994), np.int64(1059)]}, {3064: [np.int64(1058), np.int64(1059)]}]",[-0.05258367 -0.50439343],"[np.float64(0.5043934324029679), np.float64(0.048295014162731076)]",0.00017062802581364694,0.0001884532718693895,"[{1720: array([0.0135795 , 0.01391424])}, {3064: array([-0.01946789,  0.00518246])}, {2524: array([ 0.00588838, -0.0190967 ])}]"
1940,2118,Sim_Triangle,"[(np.float64(0.66076912052066), np.float64(0.3880222015220146)), (np.float64(0.6748634851672147), np.float64(0.3739859586902743)), (np.float64(0.6799714775678245), np.float64(0.3932149016340135))]","[{1019: [np.int64(305), np.int64(307)]}, {2304: [np.int64(305), np.int64(306)]}, {2383: [np.int64(306), np.int64(307)]}]",[ 0.25070075 -0.67186803],"[np.float64(0.6718680277518997), np.float64(0.3850743539487675)]",0.00017135837766725005,1.559489680709624e-20,"[{2304: array([-0.01403624, -0.01409436])}, {2383: array([ 0.01922894, -0.00510799])}, {1019: array([-0.0051927 ,  0.01920236])}]"
1941,2119,Sim_Triangle,"[(np.float64(0.6685387528834021), np.float64(0.283029120933769)), (np.float64(0.687764928056048), np.float64(0.2882197563645601)), (np.float64(0.6736417059945873), np.float64(0.3022620784709106))]","[{2073: [np.int64(317), np.int64(598)]}, {2086: [np.int64(317), np.int64(1471)]}, {2934: [np.int64(598), np.int64(1471)]}]",[ 0.15584063 -0.67664846],"[np.float64(0.6766484623113458), np.float64(0.29117031858974657)]",0.00017164432073828078,5.4222366208169634e-15,"[{2073: array([ 0.00519064, -0.01922618])}, {2934: array([0.01404232, 0.01412322])}, {2086: array([-0.01923296,  0.00510295])}]"
1942,2120,Sim_Triangle,"[(np.float64(0.7363864559105062), np.float64(0.3370204775718637)), (np.float64(0.717156476991721), np.float64(0.3318271364751811)), (np.float64(0.7313042887543851), np.float64(0.3178281633642117))]","[{747: [np.int64(883), np.int64(1044)]}, {1907: [np.int64(884), np.int64(1044)]}, {1934: [np.int64(883), np.int64(884)]}]",[ 0.18323544 -0.72828241],"[np.float64(0.7282824072188707), np.float64(0.32889192580375215)]",0.00017133718503187757,3.664170551738108e-19,"[{1934: array([-0.00519334,  0.01922998])}, {1907: array([-0.01399897, -0.01414781])}, {747: array([ 0.01919231, -0.00508217])}]"
1943,2121,Sim_Triangle,"[(np.float64(0.9101571248603408), np.float64(0.1155753768398548)), (np.float64(0.9294568065262847), np.float64(0.1207894456291242)), (np.float64(0.9152886838809459), np.float64(0.1348917656187744))]","[{1678: [np.int64(755), np.int64(1483)]}, {1978: [np.int64(755), np.int64(661)]}, {2240: [np.int64(1483), np.int64(661)]}]",[-0.05990798 -0.91830087],"[np.float64(0.9183008717558572), np.float64(0.12375219602925114)]",0.00017302192631956384,2.6152913775793214e-18,"[{1978: array([ 0.00521407, -0.01929968])}, {1678: array([0.01410232, 0.01416812])}, {2240: array([-0.01931639,  0.00513156])}]"
1944,2122,Sim_Triangle,"[(np.float64(0.5635303836955764), np.float64(0.2903722249769889)), (np.float64(0.5776099527839992), np.float64(0.2763642054720749)), (np.float64(0.5827249532283372), np.float64(0.2955585799959589))]","[{1508: [np.int64(288), np.int64(286)]}, {2310: [np.int64(288), np.int64(287)]}, {2347: [np.int64(286), np.int64(287)]}]",[ 0.17250732 -0.57462176],"[np.float64(0.5746217632359709), np.float64(0.2874316701483409)]",0.00017094977410500863,5.577361349654702e-13,"[{2347: array([-0.01400802, -0.01407957])}, {2310: array([ 0.01919437, -0.005115  ])}, {1508: array([-0.00518636,  0.01919457])}]"
1945,2123,Sim_Triangle,"[(np.float64(0.3683033326018218), np.float64(0.0947903997555122)), (np.float64(0.3541995527518111), np.float64(0.1088505891522601)), (np.float64(0.3490715920420174), np.float64(0.08960783861452659))]","[{1393: [np.int64(570), np.int64(571)]}, {1455: [np.int64(569), np.int64(570)]}, {2656: [np.int64(569), np.int64(571)]}]",[ 0.02631131 -0.35719149],"[np.float64(0.3571914924652167), np.float64(0.09774960917409964)]",0.00017174780804582503,9.133099395709359e-06,"[{1455: array([0.01406019, 0.01410378])}, {1393: array([-0.01924275,  0.00512796])}, {2656: array([ 0.00518256, -0.01923174])}]"
1946,2124,Sim_Triangle,"[(np.float64(0.3347456836903853), np.float64(0.4962511706403744)), (np.float64(0.3156566718421732), np.float64(0.4910935882416877)), (np.float64(0.3296678643060172), np.float64(0.4771387099144946))]","[{1905: [np.int64(777), np.int64(761)]}, {1950: [np.int64(760), np.int64(761)]}, {2287: [np.int64(760), np.int64(777)]}]",[ 0.42282314 -0.32669007],"[np.float64(0.32669007327952526), np.float64(0.48816115626551887)]",0.0001693243586821404,6.483856333995597e-29,"[{1950: array([-0.00515758,  0.01908901])}, {1905: array([-0.01395488, -0.01401119])}, {2287: array([ 0.01911246, -0.00507782])}]"
1947,2125,Sim_Triangle,"[(np.float64(0.3490715920420174), np.float64(0.08960783861452659)), (np.float64(0.3349712841097261), np.float64(0.1036668038191869)), (np.float64(0.3298439162491522), np.float64(0.08442306736427405))]","[{1393: [np.int64(571), np.int64(572)]}, {1448: [np.int64(572), np.int64(621)]}, {2767: [np.int64(571), np.int64(621)]}]",[ 0.02497345 -0.33796226],"[np.float64(0.3379622641336319), np.float64(0.09256590326599586)]",0.0001717140480627162,7.2222302347753175e-06,"[{1393: array([0.01405897, 0.01410031])}, {1448: array([-0.01924374,  0.00512737])}, {2767: array([ 0.00518477, -0.01922768])}]"
1948,2126,Sim_Triangle,"[(np.float64(0.476703922618023), np.float64(0.4985683181659658)), (np.float64(0.4715947389330611), np.float64(0.4793952893425269)), (np.float64(0.4907289995154198), np.float64(0.4845632386657492))]","[{1129: [np.int64(1408), np.int64(1503)]}, {1999: [np.int64(1238), np.int64(1503)]}, {2226: [np.int64(1408), np.int64(1238)]}]",[ 0.39157377 -0.47967589],"[np.float64(0.479675887022168), np.float64(0.4875089487247473)]",0.00017022886364691876,6.598081243781378e-24,"[{2226: array([-0.01917303,  0.00510918])}, {1129: array([ 0.00516795, -0.01913426])}, {1999: array([0.01400508, 0.01402508])}]"
1949,2127,Sim_Triangle,"[(np.float64(0.3364686601244056), np.float64(0.3718374919616017)), (np.float64(0.3174672720422367), np.float64(0.366654204358373)), (np.float64(0.3313811900706985), np.float64(0.3527077602241014))]","[{1804: [np.int64(491), np.int64(492)]}, {1837: [np.int64(492), np.int64(493)]}, {2664: [np.int64(491), np.int64(493)]}]",[ 0.29804534 -0.32843904],"[np.float64(0.32843904074578023), np.float64(0.3637331521813587)]",0.00016856081809542506,1.8154824532834436e-18,"[{1804: array([-0.00518329,  0.01900139])}, {1837: array([-0.01394644, -0.01391392])}, {2664: array([ 0.01912973, -0.00508747])}]"
1950,2128,Sim_Triangle,"[(np.float64(0.5227894847251209), np.float64(0.4044471662347209)), (np.float64(0.5177126659034307), np.float64(0.3852913854572992)), (np.float64(0.5368554787290201), np.float64(0.3904517150628504))]","[{1718: [np.int64(936), np.int64(805)]}, {2000: [np.int64(936), np.int64(937)]}, {2471: [np.int64(937), np.int64(805)]}]",[ 0.28823958 -0.52578588],"[np.float64(0.5257858764525238), np.float64(0.39339675558495685)]",0.00017024873374130942,6.4273623318302386e-18,"[{1718: array([-0.01915578,  0.00507682])}, {2471: array([ 0.00516033, -0.01914281])}, {2000: array([0.01399545, 0.01406599])}]"
1951,2129,Sim_Triangle,"[(np.float64(0.7466153268543352), np.float64(0.3755228575865524)), (np.float64(0.7607072183065338), np.float64(0.3615083891851406)), (np.float64(0.7658126495684702), np.float64(0.3807093652954406))]","[{1643: [np.int64(806), np.int64(1047)]}, {2369: [np.int64(806), np.int64(807)]}, {2998: [np.int64(1047), np.int64(807)]}]",[ 0.22103786 -0.75771173],"[np.float64(0.7577117315764464), np.float64(0.37258020402237785)]",0.00017106398810929653,1.0430111172705258e-26,"[{2369: array([-0.01401447, -0.01409189])}, {2998: array([ 0.01920098, -0.00510543])}, {1643: array([-0.00518651,  0.01919732])}]"
1952,2130,Sim_Triangle,"[(np.float64(0.3606579940708579), np.float64(0.3961254499571329)), (np.float64(0.3415414042309986), np.float64(0.3909714752353814)), (np.float64(0.3555641133046772), np.float64(0.376998189923802))]","[{1474: [np.int64(456), np.int64(453)]}, {2076: [np.int64(1464), np.int64(453)]}, {2312: [np.int64(456), np.int64(1464)]}]",[ 0.31751414 -0.35258784],"[np.float64(0.35258783720217785), np.float64(0.3880317050387721)]",0.00016969712605650422,2.901054007458998e-19,"[{1474: array([-0.00515397,  0.01911659])}, {2312: array([-0.01397329, -0.01402271])}, {2076: array([ 0.01912726, -0.00509388])}]"
1953,2131,Sim_Triangle,"[(np.float64(0.9243217654247606), np.float64(0.1014687127790529)), (np.float64(0.9191856832660417), np.float64(0.08214730232227455)), (np.float64(0.9378914957611137), np.float64(0.0862673611782239))]","[{2019: [np.int64(754), np.int64(756)]}, {2097: [np.int64(756), np.int64(1478)]}, {2162: [np.int64(754), np.int64(1478)]}]",[-0.09546547 -0.92713298],"[np.float64(0.927132981483972), np.float64(0.08996112542651712)]",0.00017013086018095365,1.2729868779016761e-17,"[{2019: array([-0.01932141,  0.00513608])}, {2097: array([ 0.00412006, -0.01870581])}, {2162: array([0.01520135, 0.01356973])}]"
1954,2132,Sim_Triangle,"[(np.float64(0.9348246247197906), np.float64(0.2109096227838185)), (np.float64(0.9302814658334455), np.float64(0.1921821379603439)), (np.float64(0.9486969925251586), np.float64(0.1966151589635226))]","[{2079: [np.int64(827), np.int64(828)]}, {3040: [np.int64(828), np.int64(982)]}, {3639: [np.int64(827), np.int64(982)]}]",[ 0.01231543 -0.93793436],"[np.float64(0.9379343610261315), np.float64(0.19990230656922833)]",0.00016236828893570146,4.270851360896522e-24,"[{2079: array([-0.01872748,  0.00454316])}, {3040: array([ 0.00443302, -0.01841553])}, {3639: array([0.01429446, 0.01387237])}]"
1955,2133,Sim_Triangle,"[(np.float64(0.9032066859067749), np.float64(0.2924093584404942)), (np.float64(0.883926134062647), np.float64(0.2872024456688386)), (np.float64(0.8980770497632908), np.float64(0.2731061480990664))]","[{1812: [np.int64(574), np.int64(518)]}, {2239: [np.int64(573), np.int64(574)]}, {2323: [np.int64(573), np.int64(518)]}]",[ 0.10522533 -0.89506996],"[np.float64(0.8950699565775709), np.float64(0.28423931740279973)]",0.0001727334898982757,4.999085282931006e-27,"[{2323: array([-0.00520691,  0.01928055])}, {1812: array([-0.0140963 , -0.01415092])}, {2239: array([ 0.01930321, -0.00512964])}]"
1956,2134,Sim_Triangle,"[(np.float64(0.3296678643060172), np.float64(0.4771387099144946)), (np.float64(0.3105764556430022), np.float64(0.4719825124679216)), (np.float64(0.3243330533567872), np.float64(0.4577960090021208))]","[{1905: [np.int64(777), np.int64(778)]}, {2291: [np.int64(778), np.int64(1484)]}, {2353: [np.int64(777), np.int64(1484)]}]",[ 0.40466725 -0.32152579],"[np.float64(0.3215257911019355), np.float64(0.4689724104615123)]",0.0001708860345851159,3.652877562624819e-27,"[{1905: array([-0.0051562 ,  0.01909141])}, {2291: array([-0.0141865, -0.0137566])}, {2353: array([ 0.0193427 , -0.00533481])}]"
1957,2135,Sim_Triangle,"[(np.float64(0.7367082777803688), np.float64(0.06881315850454765)), (np.float64(0.7225565816711798), np.float64(0.08291659972915583)), (np.float64(0.7174169974779021), np.float64(0.0636081501768275))]","[{2276: [np.int64(808), np.int64(809)]}, {2282: [np.int64(808), np.int64(674)]}, {2495: [np.int64(809), np.int64(674)]}]",[-0.07333282 -0.72556062],"[np.float64(0.7255606189764836), np.float64(0.07177930280351033)]",0.00017286656699648758,7.289239502605095e-09,"[{2282: array([0.01410344, 0.0141517 ])}, {2495: array([-0.01930845,  0.00513958])}, {2276: array([ 0.00520501, -0.01929128])}]"
1958,2136,Sim_Triangle,"[(np.float64(0.601924313217083), np.float64(0.3007477871366649)), (np.float64(0.6160150203039957), np.float64(0.2867165173120132)), (np.float64(0.6211290279943683), np.float64(0.3059345682141075))]","[{1077: [np.int64(290), np.int64(292)]}, {2286: [np.int64(291), np.int64(292)]}, {2289: [np.int64(290), np.int64(291)]}]",[ 0.17519507 -0.61302279],"[np.float64(0.6130227871718157), np.float64(0.2977996242209285)]",0.00017127597391587617,4.4076721937637034e-14,"[{2289: array([-0.01403127, -0.01409071])}, {2286: array([ 0.01921805, -0.00511401])}, {1077: array([-0.00518678,  0.01920471])}]"
1959,2137,Sim_Triangle,"[(np.float64(0.9282737965010243), np.float64(0.6569056838957265)), (np.float64(0.9088703811379114), np.float64(0.6514956480781701)), (np.float64(0.9230235051120955), np.float64(0.6374299952363167))]","[{1668: [np.int64(926), np.int64(927)]}, {1736: [np.int64(925), np.int64(926)]}, {2611: [np.int64(925), np.int64(927)]}]",[ 0.46459926 -0.92005589],"[np.float64(0.9200558942503437), np.float64(0.6486104424034044)]",0.00017474530603724068,1.2003803333612254e-77,"[{1736: array([-0.00541004,  0.01940342])}, {1668: array([-0.01406565, -0.01415312])}, {2611: array([ 0.01947569, -0.00525029])}]"
1960,2138,Sim_Triangle,"[(np.float64(0.8341832123965442), np.float64(0.1667141100618731)), (np.float64(0.829092045262378), np.float64(0.1474519813576743)), (np.float64(0.8483763068536376), np.float64(0.152658796577626))]","[{1998: [np.int64(384), np.int64(391)]}, {2140: [np.int64(390), np.int64(391)]}, {2216: [np.int64(384), np.int64(390)]}]",[-0.01183514 -0.83721719],"[np.float64(0.8372171881708533), np.float64(0.1556082959990578)]",0.00017247358110739286,3.526865981095291e-15,"[{2216: array([-0.01926213,  0.00509117])}, {2140: array([ 0.00520682, -0.01928426])}, {1998: array([0.01405531, 0.01419309])}]"
1961,2139,Sim_Triangle,"[(np.float64(0.3989033889416571), np.float64(0.4064418733658238)), (np.float64(0.3797791693729801), np.float64(0.4012819179123729)), (np.float64(0.3938088427218132), np.float64(0.3873045677284465))]","[{1875: [np.int64(448), np.int64(449)]}, {2028: [np.int64(449), np.int64(454)]}, {2380: [np.int64(448), np.int64(454)]}]",[ 0.32017669 -0.39083047],"[np.float64(0.39083046701215013), np.float64(0.39834278633554776)]",0.00016984920170607116,4.1869840964588653e-19,"[{1875: array([-0.00515996,  0.01912422])}, {2028: array([-0.01397735, -0.01402967])}, {2380: array([ 0.01913731, -0.00509455])}]"
1962,2140,Sim_Triangle,"[(np.float64(0.8483763068536376), np.float64(0.152658796577626)), (np.float64(0.829092045262378), np.float64(0.1474519813576743)), (np.float64(0.8432493587818273), np.float64(0.1333578516190525))]","[{1696: [np.int64(414), np.int64(390)]}, {2111: [np.int64(414), np.int64(391)]}, {2138: [np.int64(390), np.int64(391)]}]",[-0.0235583  -0.84023924],"[np.float64(0.8402392369659477), np.float64(0.14448954318478427)]",0.00017275470014371525,5.207791990059039e-15,"[{2138: array([-0.00520682,  0.01928426])}, {1696: array([-0.01409413, -0.01415731])}, {2111: array([ 0.01930094, -0.00512695])}]"
1963,2141,Sim_Triangle,"[(np.float64(0.7084087078459731), np.float64(0.09701661095659918)), (np.float64(0.6942632656812435), np.float64(0.111111641277388)), (np.float64(0.6891271110469861), np.float64(0.09181509133490182))]","[{1717: [np.int64(608), np.int64(601)]}, {2288: [np.int64(601), np.int64(602)]}, {2520: [np.int64(608), np.int64(602)]}]",[-0.03947216 -0.69726636],"[np.float64(0.6972663615247342), np.float64(0.09998111452296299)]",0.00017267624324618627,8.81695167664245e-09,"[{2288: array([0.01409503, 0.01414544])}, {1717: array([-0.01929655,  0.00513615])}, {2520: array([ 0.00520152, -0.0192816 ])}]"
1964,2142,Sim_Triangle,"[(np.float64(0.7310688860601993), np.float64(0.04963405343826123)), (np.float64(0.7174169974779021), np.float64(0.0636081501768275)), (np.float64(0.711907401170206), np.float64(0.04536822545672592))]","[{1785: [np.int64(809), np.int64(998)]}, {2263: [np.int64(998), np.int64(983)]}, {2276: [np.int64(809), np.int64(983)]}]",[-0.09115608 -0.72013109],"[np.float64(0.7201310949027692), np.float64(0.05287014302393822)]",0.0001630005259112536,2.3673048334645888e-08,"[{2276: array([0.0139741 , 0.01365189])}, {1785: array([-0.01823992,  0.0055096 ])}, {2263: array([ 0.00426583, -0.01916148])}]"
1965,2143,Sim_Triangle,"[(np.float64(0.8685267914582839), np.float64(0.2292901167390724)), (np.float64(0.8633924227875418), np.float64(0.2099872709446866)), (np.float64(0.8826763059498084), np.float64(0.2152816529673144))]","[{1963: [np.int64(947), np.int64(748)]}, {2060: [np.int64(748), np.int64(1469)]}, {3252: [np.int64(947), np.int64(1469)]}]",[ 0.04387998 -0.87153184],"[np.float64(0.8715318400652113), np.float64(0.21818634688369112)]",0.00017252525690513207,3.544124484293411e-20,"[{1963: array([-0.01930285,  0.00513437])}, {3252: array([ 0.00529438, -0.01928388])}, {2060: array([0.01400846, 0.01414951])}]"
1966,2144,Sim_Triangle,"[(np.float64(0.9032066859067749), np.float64(0.2924093584404942)), (np.float64(0.917362740154693), np.float64(0.2783155211155822)), (np.float64(0.9224904901354708), np.float64(0.2976194622399215))]","[{2239: [np.int64(673), np.int64(573)]}, {2252: [np.int64(673), np.int64(702)]}, {2620: [np.int64(573), np.int64(702)]}]",[ 0.10657745 -0.91435331],"[np.float64(0.9143533053989795), np.float64(0.2894481139319993)]",0.0001727686559133333,1.2643721119681238e-28,"[{2239: array([-0.01409384, -0.01415605])}, {2252: array([ 0.01930394, -0.00512775])}, {2620: array([-0.0052101,  0.0192838])}]"
1967,2145,Sim_Triangle,"[(np.float64(0.3594163335372352), np.float64(0.3247590475861022)), (np.float64(0.3734333134752843), np.float64(0.3107419193338397)), (np.float64(0.3785465662205396), np.float64(0.329923352747209))]","[{1537: [np.int64(650), np.int64(726)]}, {2394: [np.int64(721), np.int64(726)]}, {2486: [np.int64(721), np.int64(650)]}]",[ 0.24771503 -0.3704654 ],"[np.float64(0.37046540441101966), np.float64(0.32180810655571696)]",0.00017026944342734982,8.999398292002251e-15,"[{2486: array([-0.01401713, -0.01401698])}, {2394: array([ 0.01918143, -0.00511325])}, {1537: array([-0.00516431,  0.01913023])}]"
1968,2146,Sim_Triangle,"[(np.float64(0.786216947332946), np.float64(0.4576164314710541)), (np.float64(0.8003374401489056), np.float64(0.4435704225055807)), (np.float64(0.8054048823024919), np.float64(0.462798629650774))]","[{2469: [np.int64(458), np.int64(460)]}, {2515: [np.int64(592), np.int64(460)]}, {2723: [np.int64(592), np.int64(458)]}]",[ 0.29519788 -0.79731976],"[np.float64(0.797319756594781), np.float64(0.45466182787580295)]",0.00017134454938938764,2.4437259997759773e-37,"[{2469: array([-0.01404601, -0.01412049])}, {2515: array([ 0.01922821, -0.00506744])}, {2723: array([-0.0051822 ,  0.01918793])}]"
1969,2147,Sim_Triangle,"[(np.float64(0.484888524575153), np.float64(0.19765795275713)), (np.float64(0.4797737986916005), np.float64(0.1784552580250987)), (np.float64(0.4989835769942578), np.float64(0.1836465295096724))]","[{1798: [np.int64(1008), np.int64(1009)]}, {1826: [np.int64(1009), np.int64(1010)]}, {2745: [np.int64(1008), np.int64(1010)]}]",[ 0.08901019 -0.48788197],"[np.float64(0.48788196675367046), np.float64(0.18658658009730036)]",0.00017116378899261503,5.1284091629530395e-08,"[{1798: array([-0.01920269,  0.00511473])}, {2745: array([ 0.00519127, -0.01920978])}, {1826: array([0.01401142, 0.01409505])}]"
